Time	Flow (Veh/5 Minutes)	Speed (mph)
1/7/2019 6:15	411	65.225
1/7/2019 6:20	481	61.35
1/7/2019 6:25	514	55.95
1/7/2019 6:30	566	55.85
1/7/2019 6:35	545	47.35
1/7/2019 6:40	546	48.925
1/7/2019 6:45	577	52.175
1/7/2019 6:50	550	48.75
1/7/2019 6:55	574	52.725
1/7/2019 7:00	545	50.3
1/7/2019 7:05	523	48.225
1/7/2019 7:10	506	49.425
1/7/2019 7:15	537	48.275
1/7/2019 7:20	571	49.025
1/7/2019 7:25	564	51.55
1/7/2019 7:30	552	48.725
1/7/2019 7:35	602	54.625
1/7/2019 7:40	574	50
1/7/2019 7:45	568	50.1
1/7/2019 7:50	535	46.1
1/7/2019 7:55	543	47.6
1/7/2019 8:00	526	48
1/7/2019 8:05	516	47.3
1/7/2019 8:10	542	55.1
1/7/2019 8:15	574	50.35
1/7/2019 8:20	550	51.875
1/7/2019 8:25	552	54.225
1/7/2019 8:30	579	55.55
1/7/2019 8:35	596	54.5
1/7/2019 8:40	517	49.975
1/7/2019 8:45	586	54.275
1/7/2019 8:50	524	51.35
1/7/2019 8:55	548	54.125
1/7/2019 9:00	539	55.375
1/7/2019 9:05	573	60.35
1/7/2019 9:10	529	64.25
1/7/2019 9:15	550	63.8
1/7/2019 9:20	503	68.6
1/7/2019 9:25	519	65.85
1/7/2019 9:30	531	64.875
1/7/2019 9:35	539	61.975
1/7/2019 9:40	541	66.55
1/7/2019 9:45	557	68.45
1/7/2019 9:50	529	70.95
1/7/2019 9:55	406	72.525
1/7/2019 10:00	416	72.3
1/7/2019 10:05	413	72
1/7/2019 10:10	429	72.45
1/7/2019 10:15	454	71.025
1/7/2019 10:20	463	70.4
1/7/2019 10:25	443	71.925
1/7/2019 10:30	441	72.075
1/7/2019 10:35	407	72.975
1/7/2019 10:40	433	73.55
1/7/2019 10:45	466	72.8
1/7/2019 10:50	418	72.325
1/7/2019 10:55	454	71.975
1/7/2019 11:00	392	72.15
1/7/2019 11:05	418	73.625
1/7/2019 11:10	395	73.05
1/7/2019 11:15	407	72.35
1/7/2019 11:20	334	74.375
1/7/2019 11:25	322	73.625
1/7/2019 11:30	367	73.15
1/7/2019 11:35	465	72.15
1/7/2019 11:40	524	64.05
1/7/2019 11:45	565	63.5
1/7/2019 11:50	552	65.875
1/7/2019 11:55	424	72.15
1/7/2019 12:00	444	71.625
1/7/2019 12:05	445	72
1/7/2019 12:10	472	70.7
1/7/2019 12:15	429	69.875
1/7/2019 12:20	458	65.825
1/7/2019 12:25	454	68.025
1/7/2019 12:30	460	66.9
1/7/2019 12:35	441	63.625
1/7/2019 12:40	416	63.325
1/7/2019 12:45	448	63.9
1/7/2019 12:50	432	63.775
1/7/2019 12:55	387	65.3
1/7/2019 13:00	401	63.15
1/7/2019 13:05	435	64.4
1/7/2019 13:10	449	59.925
1/7/2019 13:15	463	62.875
1/7/2019 13:20	450	67.05
1/7/2019 13:25	403	68.45
1/7/2019 13:30	414	67.675
1/7/2019 13:35	435	63.525
1/7/2019 13:40	380	61.825
1/7/2019 13:45	488	58.125
1/7/2019 13:50	437	57.55
1/7/2019 13:55	423	63.775
1/7/2019 14:00	437	61.575
1/7/2019 14:05	444	49.65
1/7/2019 14:10	437	60.075
1/7/2019 14:15	492	64.15
1/7/2019 14:20	433	65.475
1/7/2019 14:25	435	64.55
1/7/2019 14:30	445	62.525
1/7/2019 14:35	456	63.325
1/7/2019 14:40	477	64.225
1/7/2019 14:45	464	62.725
1/7/2019 14:50	512	57.85
1/7/2019 14:55	447	60.775
1/7/2019 15:00	472	65.225
1/7/2019 15:05	520	65.25
1/7/2019 15:10	546	63.65
1/7/2019 15:15	534	61.775
1/7/2019 15:20	510	64.375
1/7/2019 15:25	496	64.2
1/7/2019 15:30	510	67
1/7/2019 15:35	502	67.925
1/7/2019 15:40	531	66.775
1/7/2019 15:45	587	65
1/7/2019 15:50	516	67.4
1/7/2019 15:55	545	64.2
1/7/2019 16:00	547	56.75
1/7/2019 16:05	533	62.4
1/7/2019 16:10	562	67.325
1/7/2019 16:15	577	66.775
1/7/2019 16:20	574	60.525
1/7/2019 16:25	567	57.95
1/7/2019 16:30	517	62.475
1/7/2019 16:35	570	61.575
1/7/2019 16:40	624	64.85
1/7/2019 16:45	531	57.975
1/7/2019 16:50	559	54.575
1/7/2019 16:55	568	64.025
1/7/2019 17:00	541	68.125
1/7/2019 17:05	570	65.75
1/7/2019 17:10	559	65.025
1/7/2019 17:15	617	66.525
1/7/2019 17:20	610	66.85
1/7/2019 17:25	584	62.6
1/7/2019 17:30	568	58.025
1/7/2019 17:35	537	53.725
1/7/2019 17:40	520	63.65
1/7/2019 17:45	551	64.65
1/7/2019 17:50	564	61.7
1/7/2019 17:55	471	66.4
1/7/2019 18:00	511	66.575
1/7/2019 18:05	473	66.475
1/7/2019 18:10	497	65.75
1/7/2019 18:15	524	67.3
1/7/2019 18:20	486	69.1
1/7/2019 18:25	470	68.65
1/7/2019 18:30	500	68.625
1/7/2019 18:35	460	69.45
1/7/2019 18:40	462	68.4
1/7/2019 18:45	445	68.775
1/7/2019 18:50	338	71.725
1/7/2019 18:55	377	71.025
1/7/2019 19:00	326	70.375
1/7/2019 19:05	347	71.65
1/7/2019 19:10	367	70.3
1/7/2019 19:15	378	69.75
1/7/2019 19:20	319	72.375
1/7/2019 19:25	288	73.05
1/7/2019 19:30	298	72.875
1/7/2019 19:35	277	71.95
1/7/2019 19:40	244	71.975
1/7/2019 19:45	272	72.425
1/7/2019 19:50	230	72.375
1/7/2019 19:55	234	72.325
1/7/2019 20:00	247	72.75
1/7/2019 20:05	270	71.3
1/7/2019 20:10	278	72.05
1/7/2019 20:15	281	72.125
1/7/2019 20:20	267	72.675
1/7/2019 20:25	235	72.475
1/7/2019 20:30	222	72.375
1/7/2019 20:35	209	73.35
1/7/2019 20:40	269	72.05
1/7/2019 20:45	231	72.65
1/7/2019 20:50	243	73.275
1/7/2019 20:55	177	72.7
1/7/2019 21:00	188	72.175
1/7/2019 21:05	187	73.875
1/7/2019 21:10	218	73.075
1/7/2019 21:15	239	72.05
1/7/2019 21:20	265	71.75
1/7/2019 21:25	199	71.925
1/7/2019 21:30	174	73.9
1/7/2019 21:35	172	73.125
1/7/2019 21:40	199	72.875
1/7/2019 21:45	159	72.925
1/7/2019 21:50	187	73.25
1/7/2019 21:55	156	73.1
1/7/2019 22:00	192	73.15
1/7/2019 22:05	187	71.625
1/7/2019 22:10	225	72.3
1/7/2019 22:15	219	72.475
1/7/2019 22:20	186	72.175
1/7/2019 22:25	169	72.8
1/7/2019 22:30	136	73.425
1/7/2019 22:35	140	74.4
1/7/2019 22:40	142	74.1
1/7/2019 22:45	110	73.7
1/7/2019 22:50	103	73.85
1/7/2019 22:55	84	75.6
1/7/2019 23:00	98	72.175
1/7/2019 23:05	103	73.675
1/7/2019 23:10	99	73.225
1/7/2019 23:15	111	72.525
1/7/2019 23:20	81	72.975
1/7/2019 23:25	81	74.1
1/7/2019 23:30	82	73.1
1/7/2019 23:35	74	73.275
1/7/2019 23:40	77	73.3
1/7/2019 23:45	61	73.6
1/7/2019 23:50	80	74.25
1/7/2019 23:55	63	74.325
1/8/2019 0:00	68	72.775
1/8/2019 0:05	42	72.775
1/8/2019 0:10	53	76.075
1/8/2019 0:15	58	71.125
1/8/2019 0:20	45	73.475
1/8/2019 0:25	39	73.675
1/8/2019 0:30	47	72.05
1/8/2019 0:35	50	71.725
1/8/2019 0:40	49	73.75
1/8/2019 0:45	35	72.55
1/8/2019 0:50	44	72.825
1/8/2019 0:55	32	70
1/8/2019 1:00	35	73.075
1/8/2019 1:05	35	71.125
1/8/2019 1:10	28	71.85
1/8/2019 1:15	32	73.9
1/8/2019 1:20	37	73.575
1/8/2019 1:25	24	71
1/8/2019 1:30	28	70.975
1/8/2019 1:35	25	68.55
1/8/2019 1:40	36	72.925
1/8/2019 1:45	34	73.775
1/8/2019 1:50	27	71.2
1/8/2019 1:55	23	71.55
1/8/2019 2:00	47	73.25
1/8/2019 2:05	36	73.6
1/8/2019 2:10	35	72.6
1/8/2019 2:15	44	72.675
1/8/2019 2:20	43	72.75
1/8/2019 2:25	39	75.65
1/8/2019 2:30	19	72.35
1/8/2019 2:35	26	73.825
1/8/2019 2:40	21	74
1/8/2019 2:45	47	74.15
1/8/2019 2:50	30	70.625
1/8/2019 2:55	25	72.725
1/8/2019 3:00	26	71.275
1/8/2019 3:05	31	76.825
1/8/2019 3:10	31	73.075
1/8/2019 3:15	33	71.8
1/8/2019 3:20	41	70.95
1/8/2019 3:25	27	73.5
1/8/2019 3:30	46	73.05
1/8/2019 3:35	56	72.975
1/8/2019 3:40	53	72.525
1/8/2019 3:45	47	73.35
1/8/2019 3:50	56	73.525
1/8/2019 3:55	67	73.375
1/8/2019 4:00	49	73.95
1/8/2019 4:05	39	74.775
1/8/2019 4:10	69	73.1
1/8/2019 4:15	70	72.775
1/8/2019 4:20	80	73.25
1/8/2019 4:25	81	72.825
1/8/2019 4:30	95	72.625
1/8/2019 4:35	99	72.675
1/8/2019 4:40	127	74.475
1/8/2019 4:45	108	74.125
1/8/2019 4:50	91	72.25
1/8/2019 4:55	117	72
1/8/2019 5:00	139	74.05
1/8/2019 5:05	179	73.8
1/8/2019 5:10	169	73.75
1/8/2019 5:15	201	73.25
1/8/2019 5:20	231	73.225
1/8/2019 5:25	247	73.8
1/8/2019 5:30	261	73.05
1/8/2019 5:35	309	73.55
1/8/2019 5:40	342	72.675
1/8/2019 5:45	393	72.475
1/8/2019 5:50	349	72.925
1/8/2019 5:55	350	73
1/8/2019 6:00	359	71.7
1/8/2019 6:05	425	71.55
1/8/2019 6:10	455	72.025
1/8/2019 6:15	536	69.15
1/8/2019 6:20	570	66.975
1/8/2019 6:25	603	64.9
1/8/2019 6:30	541	46.35
1/8/2019 6:35	378	32.825
1/8/2019 6:40	347	30.65
1/8/2019 6:45	456	39.65
1/8/2019 6:50	568	45.4
1/8/2019 6:55	481	40.6
1/8/2019 7:00	510	45.925
1/8/2019 7:05	531	46.4
1/8/2019 7:10	500	45.425
1/8/2019 7:15	299	25.65
1/8/2019 7:20	324	23.425
1/8/2019 7:25	289	17.925
1/8/2019 7:30	399	32.725
1/8/2019 7:35	457	32.6
1/8/2019 7:40	484	37.575
1/8/2019 7:45	491	38.525
1/8/2019 7:50	446	39.05
1/8/2019 7:55	467	36.575
1/8/2019 8:00	438	40.55
1/8/2019 8:05	462	38.4
1/8/2019 8:10	439	37.675
1/8/2019 8:15	426	37.45
1/8/2019 8:20	461	37.65
1/8/2019 8:25	527	44.25
1/8/2019 8:30	576	53.05
1/8/2019 8:35	539	60.625
1/8/2019 8:40	587	59.425
1/8/2019 8:45	605	57.475
1/8/2019 8:50	563	55.95
1/8/2019 8:55	562	57
1/8/2019 9:00	449	32.2
1/8/2019 9:05	528	51.125
1/8/2019 9:10	490	51.275
1/8/2019 9:15	534	50.575
1/8/2019 9:20	537	55.9
1/8/2019 9:25	517	56.75
1/8/2019 9:30	526	52.6
1/8/2019 9:35	530	52
1/8/2019 9:40	515	52.325
1/8/2019 9:45	514	53.15
1/8/2019 9:50	523	44.6
1/8/2019 9:55	504	54.025
1/8/2019 10:00	553	59.15
1/8/2019 10:05	519	64.05
1/8/2019 10:10	502	67.9
1/8/2019 10:15	504	70.65
1/8/2019 10:20	466	70.2
1/8/2019 10:25	488	70.05
1/8/2019 10:30	464	70.925
1/8/2019 10:35	490	68.525
1/8/2019 10:40	514	70.05
1/8/2019 10:45	497	69.275
1/8/2019 10:50	447	71.1
1/8/2019 10:55	435	70.2
1/8/2019 11:00	445	71.55
1/8/2019 11:05	449	69.75
1/8/2019 11:10	465	70.525
1/8/2019 11:15	481	70.35
1/8/2019 11:20	478	70.975
1/8/2019 11:25	500	69.9
1/8/2019 11:30	503	68.875
1/8/2019 11:35	505	69.425
1/8/2019 11:40	518	70.475
1/8/2019 11:45	524	69.325
1/8/2019 11:50	467	69.775
1/8/2019 11:55	477	70.375
1/8/2019 12:00	451	69.45
1/8/2019 12:05	522	69.5
1/8/2019 12:10	508	70.65
1/8/2019 12:15	454	71.025
1/8/2019 12:20	474	70.85
1/8/2019 12:25	504	70.625
1/8/2019 12:30	480	70.85
1/8/2019 12:35	493	70.825
1/8/2019 12:40	474	70.225
1/8/2019 12:45	547	69.275
1/8/2019 12:50	505	70.45
1/8/2019 12:55	479	70.225
1/8/2019 13:00	439	71
1/8/2019 13:05	467	70.275
1/8/2019 13:10	509	69.75
1/8/2019 13:15	512	70.05
1/8/2019 13:20	520	69.4
1/8/2019 13:25	433	71.275
1/8/2019 13:30	484	70.175
1/8/2019 13:35	452	71.625
1/8/2019 13:40	499	68.875
1/8/2019 13:45	480	70.825
1/8/2019 13:50	422	70.4
1/8/2019 13:55	468	69.575
1/8/2019 14:00	420	71.375
1/8/2019 14:05	506	70.175
1/8/2019 14:10	499	69.4
1/8/2019 14:15	506	69.925
1/8/2019 14:20	488	70.575
1/8/2019 14:25	563	67.7
1/8/2019 14:30	499	69.85
1/8/2019 14:35	554	69.975
1/8/2019 14:40	557	67.825
1/8/2019 14:45	518	70.2
1/8/2019 14:50	560	66.625
1/8/2019 14:55	513	67.425
1/8/2019 15:00	505	69.15
1/8/2019 15:05	564	69.125
1/8/2019 15:10	528	65.4
1/8/2019 15:15	567	65.55
1/8/2019 15:20	576	67
1/8/2019 15:25	626	66.475
1/8/2019 15:30	574	68.725
1/8/2019 15:35	568	68.675
1/8/2019 15:40	602	62.95
1/8/2019 15:45	598	62.65
1/8/2019 15:50	607	59.975
1/8/2019 15:55	569	56.925
1/8/2019 16:00	631	60.175
1/8/2019 16:05	614	61.8
1/8/2019 16:10	577	66.45
1/8/2019 16:15	601	66.8
1/8/2019 16:20	618	64.425
1/8/2019 16:25	628	65.5
1/8/2019 16:30	659	64.1
1/8/2019 16:35	603	65.6
1/8/2019 16:40	609	67.175
1/8/2019 16:45	622	65.375
1/8/2019 16:50	571	56.8
1/8/2019 16:55	596	55.425
1/8/2019 17:00	590	57.8
1/8/2019 17:05	600	57.75
1/8/2019 17:10	532	59.425
1/8/2019 17:15	366	37.35
1/8/2019 17:20	378	39.35
1/8/2019 17:25	385	34.45
1/8/2019 17:30	397	42.575
1/8/2019 17:35	237	30.4
1/8/2019 17:40	220	25.425
1/8/2019 17:45	246	25.025
1/8/2019 17:50	273	29.55
1/8/2019 17:55	345	33.425
1/8/2019 18:00	334	30.325
1/8/2019 18:05	351	34.6
1/8/2019 18:10	395	35.95
1/8/2019 18:15	474	41.875
1/8/2019 18:20	507	49.425
1/8/2019 18:25	480	46.65
1/8/2019 18:30	479	49.025
1/8/2019 18:35	513	50.7
1/8/2019 18:40	492	47.175
1/8/2019 18:45	516	47.775
1/8/2019 18:50	509	60.175
1/8/2019 18:55	412	70.125
1/8/2019 19:00	390	72.325
1/8/2019 19:05	334	71.575
1/8/2019 19:10	382	70.775
1/8/2019 19:15	385	70.125
1/8/2019 19:20	403	71.175
1/8/2019 19:25	351	71.075
1/8/2019 19:30	282	72.525
1/8/2019 19:35	326	72.25
1/8/2019 19:40	331	70.275
1/8/2019 19:45	302	70.25
1/8/2019 19:50	274	72.2
1/8/2019 19:55	281	72.675
1/8/2019 20:00	295	72.025
1/8/2019 20:05	289	73.4
1/8/2019 20:10	289	72.6
1/8/2019 20:15	362	71.4
1/8/2019 20:20	264	73.1
1/8/2019 20:25	263	72.125
1/8/2019 20:30	289	73.85
1/8/2019 20:35	257	72.025
1/8/2019 20:40	269	72.525
1/8/2019 20:45	284	72.8
1/8/2019 20:50	275	73.925
1/8/2019 20:55	243	73.5
1/8/2019 21:00	244	74.275
1/8/2019 21:05	297	73.85
1/8/2019 21:10	287	73.125
1/8/2019 21:15	259	73.475
1/8/2019 21:20	255	73.275
1/8/2019 21:25	255	72.525
1/8/2019 21:30	216	74.375
1/8/2019 21:35	252	74.7
1/8/2019 21:40	215	73.95
1/8/2019 21:45	214	72.625
1/8/2019 21:50	211	73.4
1/8/2019 21:55	195	73.7
1/8/2019 22:00	192	73.575
1/8/2019 22:05	197	73.05
1/8/2019 22:10	227	73.475
1/8/2019 22:15	210	73.875
1/8/2019 22:20	212	72.425
1/8/2019 22:25	156	73.925
1/8/2019 22:30	174	74.825
1/8/2019 22:35	161	74.1
1/8/2019 22:40	182	73.275
1/8/2019 22:45	143	73.025
1/8/2019 22:50	129	74.175
1/8/2019 22:55	117	74.45
1/8/2019 23:00	95	73.4
1/8/2019 23:05	101	72.675
1/8/2019 23:10	113	72.9
1/8/2019 23:15	116	74.975
1/8/2019 23:20	78	74
1/8/2019 23:25	103	74.525
1/8/2019 23:30	98	74.1
1/8/2019 23:35	56	73.7
1/8/2019 23:40	88	74.225
1/8/2019 23:45	83	71.525
1/8/2019 23:50	81	74.45
1/8/2019 23:55	70	74.425
1/9/2019 0:00	74	75.075
1/9/2019 0:05	59	74.8
1/9/2019 0:10	68	73.1
1/9/2019 0:15	80	71.9
1/9/2019 0:20	42	73.675
1/9/2019 0:25	65	75.4
1/9/2019 0:30	63	74.2
1/9/2019 0:35	46	72.4
1/9/2019 0:40	39	75
1/9/2019 0:45	56	75.125
1/9/2019 0:50	48	74.675
1/9/2019 0:55	33	71.375
1/9/2019 1:00	34	70.175
1/9/2019 1:05	29	73.775
1/9/2019 1:10	45	73.325
1/9/2019 1:15	31	75.975
1/9/2019 1:20	35	71.9
1/9/2019 1:25	28	73.775
1/9/2019 1:30	28	71.25
1/9/2019 1:35	31	73.275
1/9/2019 1:40	40	70.925
1/9/2019 1:45	34	72.925
1/9/2019 1:50	34	70.525
1/9/2019 1:55	33	70.1
1/9/2019 2:00	34	70.575
1/9/2019 2:05	44	71.025
1/9/2019 2:10	34	72.425
1/9/2019 2:15	31	72
1/9/2019 2:20	27	70.65
1/9/2019 2:25	38	71.8
1/9/2019 2:30	29	69.85
1/9/2019 2:35	42	72.375
1/9/2019 2:40	48	73
1/9/2019 2:45	44	77.725
1/9/2019 2:50	40	74.1
1/9/2019 2:55	38	73.075
1/9/2019 3:00	22	70.925
1/9/2019 3:05	29	72.525
1/9/2019 3:10	47	69.975
1/9/2019 3:15	42	73.25
1/9/2019 3:20	41	73.25
1/9/2019 3:25	37	73.3
1/9/2019 3:30	45	73.625
1/9/2019 3:35	56	72.85
1/9/2019 3:40	39	75.475
1/9/2019 3:45	41	74.875
1/9/2019 3:50	64	73.975
1/9/2019 3:55	47	74.85
1/9/2019 4:00	58	74
1/9/2019 4:05	48	73.85
1/9/2019 4:10	67	74.6
1/9/2019 4:15	76	74.375
1/9/2019 4:20	58	71
1/9/2019 4:25	75	73.8
1/9/2019 4:30	94	72.9
1/9/2019 4:35	104	73.925
1/9/2019 4:40	121	74.75
1/9/2019 4:45	106	74.8
1/9/2019 4:50	101	74.75
1/9/2019 4:55	117	75.625
1/9/2019 5:00	129	73.975
1/9/2019 5:05	155	75.1
1/9/2019 5:10	147	74.825
1/9/2019 5:15	195	73.8
1/9/2019 5:20	223	73.4
1/9/2019 5:25	245	74.275
1/9/2019 5:30	286	73.8
1/9/2019 5:35	341	74.25
1/9/2019 5:40	376	74.375
1/9/2019 5:45	400	74.15
1/9/2019 5:50	335	74.55
1/9/2019 5:55	333	74.1
1/9/2019 6:00	345	73.675
1/9/2019 6:05	464	73
1/9/2019 6:10	477	72.025
1/9/2019 6:15	526	70.675
1/9/2019 6:20	569	70.45
1/9/2019 6:25	600	69.425
1/9/2019 6:30	669	67.35
1/9/2019 6:35	644	69.15
1/9/2019 6:40	681	65.425
1/9/2019 6:45	646	61
1/9/2019 6:50	617	64.75
1/9/2019 6:55	614	67.175
1/9/2019 7:00	626	63.6
1/9/2019 7:05	630	65.1
1/9/2019 7:10	617	60.325
1/9/2019 7:15	676	62.175
1/9/2019 7:20	595	56.275
1/9/2019 7:25	615	58.2
1/9/2019 7:30	630	58.65
1/9/2019 7:35	632	56.525
1/9/2019 7:40	616	51.4
1/9/2019 7:45	593	51.05
1/9/2019 7:50	605	49.6
1/9/2019 7:55	500	42.875
1/9/2019 8:00	528	46.725
1/9/2019 8:05	493	37.8
1/9/2019 8:10	435	33.35
1/9/2019 8:15	535	45.775
1/9/2019 8:20	599	52.95
1/9/2019 8:25	554	53.275
1/9/2019 8:30	570	57.925
1/9/2019 8:35	592	60.775
1/9/2019 8:40	612	60.325
1/9/2019 8:45	581	51.85
1/9/2019 8:50	470	66.225
1/9/2019 8:55	447	73.5
1/9/2019 9:00	408	71.475
1/9/2019 9:05	585	63.45
1/9/2019 9:10	581	64
1/9/2019 9:15	610	57.65
1/9/2019 9:20	605	66.125
1/9/2019 9:25	586	63.85
1/9/2019 9:30	589	62.525
1/9/2019 9:35	567	63.625
1/9/2019 9:40	576	66.35
1/9/2019 9:45	604	62.025
1/9/2019 9:50	554	63.55
1/9/2019 9:55	479	71.9
1/9/2019 10:00	469	72.1
1/9/2019 10:05	456	70.7
1/9/2019 10:10	458	70.9
1/9/2019 10:15	475	70.125
1/9/2019 10:20	483	71.3
1/9/2019 10:25	447	70.925
1/9/2019 10:30	461	70.3
1/9/2019 10:35	486	69.625
1/9/2019 10:40	512	67.45
1/9/2019 10:45	473	71.175
1/9/2019 10:50	458	70.875
1/9/2019 10:55	462	69.45
1/9/2019 11:00	482	71.15
1/9/2019 11:05	396	72.35
1/9/2019 11:10	500	70.9
1/9/2019 11:15	470	71.2
1/9/2019 11:20	469	70.475
1/9/2019 11:25	463	71.1
1/9/2019 11:30	492	70.4
1/9/2019 11:35	515	69.375
1/9/2019 11:40	537	69.775
1/9/2019 11:45	516	71.6
1/9/2019 11:50	481	71.35
1/9/2019 11:55	500	71.1
1/9/2019 12:00	434	71.025
1/9/2019 12:05	445	70.675
1/9/2019 12:10	495	70.925
1/9/2019 12:15	495	71.725
1/9/2019 12:20	478	71.075
1/9/2019 12:25	538	69.375
1/9/2019 12:30	471	67.1
1/9/2019 12:35	497	70.4
1/9/2019 12:40	488	70.175
1/9/2019 12:45	521	69.9
1/9/2019 12:50	491	70.725
1/9/2019 12:55	493	71.225
1/9/2019 13:00	406	72.95
1/9/2019 13:05	477	70.5
1/9/2019 13:10	500	70.775
1/9/2019 13:15	497	69.2
1/9/2019 13:20	492	71.35
1/9/2019 13:25	467	71.55
1/9/2019 13:30	503	70.125
1/9/2019 13:35	509	68.675
1/9/2019 13:40	570	66.5
1/9/2019 13:45	536	69.15
1/9/2019 13:50	526	70.05
1/9/2019 13:55	479	70.95
1/9/2019 14:00	443	70.225
1/9/2019 14:05	449	69.625
1/9/2019 14:10	482	70.55
1/9/2019 14:15	488	67.5
1/9/2019 14:20	489	66.375
1/9/2019 14:25	529	68.9
1/9/2019 14:30	516	64.725
1/9/2019 14:35	554	68.125
1/9/2019 14:40	534	63.075
1/9/2019 14:45	539	60.05
1/9/2019 14:50	575	67.3
1/9/2019 14:55	509	67.675
1/9/2019 15:00	518	69.2
1/9/2019 15:05	543	69.15
1/9/2019 15:10	624	65.1
1/9/2019 15:15	598	66.85
1/9/2019 15:20	574	64.225
1/9/2019 15:25	590	60.825
1/9/2019 15:30	560	60.975
1/9/2019 15:35	567	68.325
1/9/2019 15:40	602	68.525
1/9/2019 15:45	619	66.45
1/9/2019 15:50	597	58.8
1/9/2019 15:55	571	56.775
1/9/2019 16:00	552	52.4
1/9/2019 16:05	570	54.925
1/9/2019 16:10	558	51.25
1/9/2019 16:15	584	58.225
1/9/2019 16:20	604	56.325
1/9/2019 16:25	649	58.525
1/9/2019 16:30	622	56.525
1/9/2019 16:35	581	51.525
1/9/2019 16:40	582	49.875
1/9/2019 16:45	572	51.3
1/9/2019 16:50	568	51.2
1/9/2019 16:55	545	50.875
1/9/2019 17:00	595	51.7
1/9/2019 17:05	588	52.25
1/9/2019 17:10	595	56.55
1/9/2019 17:15	583	52.05
1/9/2019 17:20	659	58.25
1/9/2019 17:25	626	52.725
1/9/2019 17:30	601	50.8
1/9/2019 17:35	545	50.075
1/9/2019 17:40	552	54.2
1/9/2019 17:45	605	54.125
1/9/2019 17:50	573	51.25
1/9/2019 17:55	539	51.375
1/9/2019 18:00	545	57.375
1/9/2019 18:05	550	51.325
1/9/2019 18:10	515	45.45
1/9/2019 18:15	536	49.1
1/9/2019 18:20	573	50.225
1/9/2019 18:25	603	52.625
1/9/2019 18:30	562	54.05
1/9/2019 18:35	569	58.825
1/9/2019 18:40	550	61.675
1/9/2019 18:45	454	69.675
1/9/2019 18:50	466	70.825
1/9/2019 18:55	414	70.825
1/9/2019 19:00	391	70.175
1/9/2019 19:05	420	69.025
1/9/2019 19:10	403	69.35
1/9/2019 19:15	391	70.65
1/9/2019 19:20	375	71.2
1/9/2019 19:25	344	71.725
1/9/2019 19:30	346	71.9
1/9/2019 19:35	321	72.225
1/9/2019 19:40	306	72.325
1/9/2019 19:45	304	70.9
1/9/2019 19:50	280	72.375
1/9/2019 19:55	235	73.15
1/9/2019 20:00	296	72.9
1/9/2019 20:05	284	72.325
1/9/2019 20:10	329	72.05
1/9/2019 20:15	311	73.2
1/9/2019 20:20	346	72.525
1/9/2019 20:25	282	73.55
1/9/2019 20:30	276	74.2
