Time	Flow (Veh/5 Minutes)	Speed (mph)
1/7/2019 16:50	271	74.10
1/7/2019 16:55	316	75.60
1/7/2019 17:00	388	72.70
1/7/2019 17:05	339	75.40
1/7/2019 17:10	345	75.10
1/7/2019 17:15	406	73.50
1/7/2019 17:20	355	75.00
1/7/2019 17:25	361	74.00
1/7/2019 17:30	327	74.00
1/7/2019 17:35	300	74.30
1/7/2019 17:40	313	73.40
1/7/2019 17:45	336	73.80
1/7/2019 17:50	304	73.80
1/7/2019 17:55	258	73.80
1/7/2019 18:00	255	73.80
1/7/2019 18:05	258	74.10
1/7/2019 18:10	265	74.90
1/7/2019 18:15	242	74.70
1/7/2019 18:20	265	75.10
1/7/2019 18:25	208	75.90
1/7/2019 18:30	218	74.20
1/7/2019 18:35	211	73.10
1/7/2019 18:40	238	74.60
1/7/2019 18:45	151	74.90
1/7/2019 18:50	187	74.50
1/7/2019 18:55	174	74.50
1/7/2019 19:00	186	75.10
1/7/2019 19:05	178	74.60
1/7/2019 19:10	159	73.40
1/7/2019 19:15	147	73.90
1/7/2019 19:20	168	73.80
1/7/2019 19:25	145	73.40
1/7/2019 19:30	137	75.10
1/7/2019 19:35	125	75.20
1/7/2019 19:40	130	74.10
1/7/2019 19:45	133	75.00
1/7/2019 19:50	108	73.80
1/7/2019 19:55	141	74.40
1/7/2019 20:00	140	75.30
1/7/2019 20:05	133	73.70
1/7/2019 20:10	136	74.10
1/7/2019 20:15	125	73.80
1/7/2019 20:20	129	74.30
1/7/2019 20:25	91	76.50
1/7/2019 20:30	131	74.70
1/7/2019 20:35	120	73.70
1/7/2019 20:40	108	74.70
1/7/2019 20:45	113	75.80
1/7/2019 20:50	101	74.10
1/7/2019 20:55	105	73.90
1/7/2019 21:00	85	74.70
1/7/2019 21:05	100	73.20
1/7/2019 21:10	96	75.50
1/7/2019 21:15	118	74.00
1/7/2019 21:20	122	73.50
1/7/2019 21:25	110	74.60
1/7/2019 21:30	99	74.20
1/7/2019 21:35	98	74.10
1/7/2019 21:40	107	73.70
1/7/2019 21:45	101	74.70
1/7/2019 21:50	76	73.70
1/7/2019 21:55	87	71.40
1/7/2019 22:00	69	74.30
1/7/2019 22:05	77	74.00
1/7/2019 22:10	70	73.10
1/7/2019 22:15	100	75.00
1/7/2019 22:20	83	76.00
1/7/2019 22:25	79	73.20
1/7/2019 22:30	81	76.20
1/7/2019 22:35	61	74.10
1/7/2019 22:40	51	74.20
1/7/2019 22:45	43	75.70
1/7/2019 22:50	42	75.50
1/7/2019 22:55	44	73.00
1/7/2019 23:00	36	75.90
1/7/2019 23:05	54	73.20
1/7/2019 23:10	40	72.40
1/7/2019 23:15	47	73.30
1/7/2019 23:20	43	72.70
1/7/2019 23:25	49	74.50
1/7/2019 23:30	32	72.40
1/7/2019 23:35	21	73.80
1/7/2019 23:40	51	77.10
1/7/2019 23:45	32	72.50
1/7/2019 23:50	46	74.40
1/7/2019 23:55	42	74.50
1/8/2019 0:00	43	74.10
1/8/2019 0:05	25	74.60
1/8/2019 0:10	33	73.90
1/8/2019 0:15	21	70.10
1/8/2019 0:20	23	72.40
1/8/2019 0:25	21	75.50
1/8/2019 0:30	17	71.60
1/8/2019 0:35	17	74.00
1/8/2019 0:40	14	69.40
1/8/2019 0:45	20	73.60
1/8/2019 0:50	27	73.80
1/8/2019 0:55	14	73.40
1/8/2019 1:00	13	72.20
1/8/2019 1:05	18	72.30
1/8/2019 1:10	22	71.80
1/8/2019 1:15	20	72.30
1/8/2019 1:20	17	73.30
1/8/2019 1:25	13	75.90
1/8/2019 1:30	14	73.60
1/8/2019 1:35	21	72.50
1/8/2019 1:40	13	75.70
1/8/2019 1:45	15	74.90
1/8/2019 1:50	23	71.60
1/8/2019 1:55	16	74.80
1/8/2019 2:00	16	74.40
1/8/2019 2:05	24	74.40
1/8/2019 2:10	22	73.10
1/8/2019 2:15	21	74.30
1/8/2019 2:20	23	73.30
1/8/2019 2:25	20	71.30
1/8/2019 2:30	10	74.00
1/8/2019 2:35	16	76.50
1/8/2019 2:40	20	74.60
1/8/2019 2:45	11	73.20
1/8/2019 2:50	19	72.90
1/8/2019 2:55	25	75.40
1/8/2019 3:00	22	75.10
1/8/2019 3:05	18	72.00
1/8/2019 3:10	24	74.70
1/8/2019 3:15	33	77.50
1/8/2019 3:20	32	73.70
1/8/2019 3:25	31	72.80
1/8/2019 3:30	32	74.50
1/8/2019 3:35	38	71.90
1/8/2019 3:40	56	74.10
1/8/2019 3:45	58	74.90
1/8/2019 3:50	47	74.70
1/8/2019 3:55	39	74.60
1/8/2019 4:00	35	74.20
1/8/2019 4:05	59	73.40
1/8/2019 4:10	63	72.90
1/8/2019 4:15	58	75.50
1/8/2019 4:20	77	73.60
1/8/2019 4:25	61	74.30
1/8/2019 4:30	87	74.30
1/8/2019 4:35	105	72.10
1/8/2019 4:40	105	73.90
1/8/2019 4:45	122	76.10
1/8/2019 4:50	132	74.90
1/8/2019 4:55	86	75.60
1/8/2019 5:00	76	74.10
1/8/2019 5:05	116	75.30
1/8/2019 5:10	126	75.30
1/8/2019 5:15	159	75.30
1/8/2019 5:20	154	76.60
1/8/2019 5:25	175	73.60
1/8/2019 5:30	240	75.00
1/8/2019 5:35	294	74.40
1/8/2019 5:40	339	75.00
1/8/2019 5:45	359	76.10
1/8/2019 5:50	328	76.50
1/8/2019 5:55	255	76.30
1/8/2019 6:00	282	75.90
1/8/2019 6:05	280	76.70
1/8/2019 6:10	318	75.10
1/8/2019 6:15	368	74.60
1/8/2019 6:20	407	74.80
1/8/2019 6:25	398	74.90
1/8/2019 6:30	459	74.80
1/8/2019 6:35	432	74.60
1/8/2019 6:40	564	74.40
1/8/2019 6:45	577	73.70
1/8/2019 6:50	588	73.10
1/8/2019 6:55	609	74.00
1/8/2019 7:00	547	74.40
1/8/2019 7:05	502	74.20
1/8/2019 7:10	498	74.30
1/8/2019 7:15	554	73.90
1/8/2019 7:20	511	74.60
1/8/2019 7:25	576	74.00
1/8/2019 7:30	516	74.10
1/8/2019 7:35	605	73.90
1/8/2019 7:40	661	74.10
1/8/2019 7:45	732	73.30
1/8/2019 7:50	694	73.10
1/8/2019 7:55	575	75.80
1/8/2019 8:00	573	75.20
1/8/2019 8:05	583	74.50
1/8/2019 8:10	554	75.30
1/8/2019 8:15	576	75.40
1/8/2019 8:20	534	75.30
1/8/2019 8:25	553	72.70
1/8/2019 8:30	505	63.90
1/8/2019 8:35	343	17.30
1/8/2019 8:40	469	21.70
1/8/2019 8:45	476	60.00
1/8/2019 8:50	419	76.40
1/8/2019 8:55	408	76.90
1/8/2019 9:00	357	77.50
1/8/2019 9:05	345	77.70
1/8/2019 9:10	372	76.70
1/8/2019 9:15	329	76.80
1/8/2019 9:20	329	76.90
1/8/2019 9:25	283	76.80
1/8/2019 9:30	305	75.70
1/8/2019 9:35	303	75.30
1/8/2019 9:40	286	76.80
1/8/2019 9:45	241	75.40
1/8/2019 9:50	244	76.40
1/8/2019 9:55	247	74.90
1/8/2019 10:00	238	76.80
1/8/2019 10:05	231	76.50
1/8/2019 10:10	228	74.80
1/8/2019 10:15	238	75.20
1/8/2019 10:20	201	76.40
1/8/2019 10:25	202	75.20
1/8/2019 10:30	196	76.00
1/8/2019 10:35	181	74.10
1/8/2019 10:40	206	75.20
1/8/2019 10:45	207	74.90
1/8/2019 10:50	188	75.60
1/8/2019 10:55	169	75.90
1/8/2019 11:00	182	75.80
1/8/2019 11:05	165	74.40
1/8/2019 11:10	188	74.70
1/8/2019 11:15	191	74.70
1/8/2019 11:20	191	75.30
1/8/2019 11:25	192	75.00
1/8/2019 11:30	214	74.80
1/8/2019 11:35	191	74.80
1/8/2019 11:40	228	77.40
1/8/2019 11:45	221	75.80
1/8/2019 11:50	215	75.90
1/8/2019 11:55	197	75.80
1/8/2019 12:00	207	76.60
1/8/2019 12:05	181	75.70
1/8/2019 12:10	219	75.50
1/8/2019 12:15	223	75.60
1/8/2019 12:20	191	76.20
1/8/2019 12:25	208	76.60
1/8/2019 12:30	237	75.40
1/8/2019 12:35	247	77.60
1/8/2019 12:40	201	76.00
1/8/2019 12:45	195	75.40
1/8/2019 12:50	263	75.80
1/8/2019 12:55	204	76.50
1/8/2019 13:00	219	77.30
1/8/2019 13:05	210	75.80
1/8/2019 13:10	197	76.90
1/8/2019 13:15	201	76.30
1/8/2019 13:20	223	76.50
1/8/2019 13:25	232	76.90
1/8/2019 13:30	212	76.60
1/8/2019 13:35	217	75.90
1/8/2019 13:40	261	76.20
1/8/2019 13:45	235	75.80
1/8/2019 13:50	200	76.90
1/8/2019 13:55	242	76.10
1/8/2019 14:00	219	75.50
1/8/2019 14:05	208	76.50
1/8/2019 14:10	232	76.20
1/8/2019 14:15	227	76.20
1/8/2019 14:20	236	75.10
1/8/2019 14:25	272	75.00
1/8/2019 14:30	230	75.40
1/8/2019 14:35	291	75.80
1/8/2019 14:40	288	76.00
1/8/2019 14:45	255	76.50
1/8/2019 14:50	237	75.30
1/8/2019 14:55	254	76.20
1/8/2019 15:00	262	76.20
1/8/2019 15:05	251	76.00
1/8/2019 15:10	284	76.40
1/8/2019 15:15	286	76.90
1/8/2019 15:20	345	76.40
1/8/2019 15:25	262	75.00
1/8/2019 15:30	324	76.50
1/8/2019 15:35	244	75.60
1/8/2019 15:40	333	77.90
1/8/2019 15:45	328	77.10
1/8/2019 15:50	337	76.30
1/8/2019 15:55	339	76.40
1/8/2019 16:00	375	75.80
1/8/2019 16:05	348	75.60
1/8/2019 16:10	361	76.30
1/8/2019 16:15	405	76.50
1/8/2019 16:20	334	76.30
1/8/2019 16:25	367	77.10
1/8/2019 16:30	312	76.30
1/8/2019 16:35	357	76.30
1/8/2019 16:40	384	73.40
1/8/2019 16:45	379	74.40
1/8/2019 16:50	374	74.40
1/8/2019 16:55	306	76.10
1/8/2019 17:00	331	75.90
1/8/2019 17:05	375	75.70
1/8/2019 17:10	392	75.60
1/8/2019 17:15	381	75.70
1/8/2019 17:20	366	76.40
1/8/2019 17:25	336	75.00
1/8/2019 17:30	372	75.00
1/8/2019 17:35	334	75.20
1/8/2019 17:40	289	75.40
1/8/2019 17:45	270	75.60
1/8/2019 17:50	274	74.80
1/8/2019 17:55	247	75.00
1/8/2019 18:00	258	76.50
1/8/2019 18:05	267	74.50
1/8/2019 18:10	326	75.10
1/8/2019 18:15	323	76.20
1/8/2019 18:20	310	74.70
1/8/2019 18:25	333	72.90
1/8/2019 18:30	277	75.30
1/8/2019 18:35	251	75.20
1/8/2019 18:40	244	73.60
1/8/2019 18:45	256	74.20
1/8/2019 18:50	268	74.30
1/8/2019 18:55	235	74.10
1/8/2019 19:00	182	73.90
1/8/2019 19:05	170	73.20
1/8/2019 19:10	186	74.20
1/8/2019 19:15	164	74.30
1/8/2019 19:20	147	72.90
1/8/2019 19:25	177	74.80
1/8/2019 19:30	153	74.40
1/8/2019 19:35	192	75.30
1/8/2019 19:40	159	76.00
1/8/2019 19:45	139	74.50
1/8/2019 19:50	134	75.60
1/8/2019 19:55	127	75.10
1/8/2019 20:00	142	75.40
1/8/2019 20:05	146	74.80
1/8/2019 20:10	139	75.10
1/8/2019 20:15	116	76.00
1/8/2019 20:20	159	74.60
1/8/2019 20:25	136	75.70
1/8/2019 20:30	116	75.50
1/8/2019 20:35	131	74.60
1/8/2019 20:40	118	75.10
1/8/2019 20:45	131	74.90
1/8/2019 20:50	104	76.30
1/8/2019 20:55	113	74.90
1/8/2019 21:00	111	75.60
1/8/2019 21:05	113	76.00
1/8/2019 21:10	120	75.00
1/8/2019 21:15	149	74.10
1/8/2019 21:20	124	71.40
1/8/2019 21:25	132	72.20
1/8/2019 21:30	128	72.50
1/8/2019 21:35	122	76.00
1/8/2019 21:40	106	75.90
1/8/2019 21:45	111	77.00
1/8/2019 21:50	97	74.50
1/8/2019 21:55	88	74.90
1/8/2019 22:00	102	76.00
1/8/2019 22:05	74	73.60
1/8/2019 22:10	93	75.30
1/8/2019 22:15	90	76.30
1/8/2019 22:20	95	75.10
1/8/2019 22:25	76	74.10
1/8/2019 22:30	83	74.30
1/8/2019 22:35	64	75.90
1/8/2019 22:40	70	75.10
1/8/2019 22:45	45	73.60
1/8/2019 22:50	60	76.00
1/8/2019 22:55	49	74.90
1/8/2019 23:00	38	75.00
1/8/2019 23:05	66	74.80
1/8/2019 23:10	52	74.70
1/8/2019 23:15	56	73.50
1/8/2019 23:20	47	74.20
1/8/2019 23:25	39	73.30
1/8/2019 23:30	56	73.40
1/8/2019 23:35	52	74.40
1/8/2019 23:40	28	75.20
1/8/2019 23:45	38	71.80
1/8/2019 23:50	38	73.30
1/8/2019 23:55	25	74.10
1/9/2019 0:00	37	72.60
1/9/2019 0:05	36	75.50
1/9/2019 0:10	40	72.60
1/9/2019 0:15	29	71.70
1/9/2019 0:20	43	77.60
1/9/2019 0:25	20	75.70
1/9/2019 0:30	23	73.50
1/9/2019 0:35	25	72.40
1/9/2019 0:40	14	72.40
1/9/2019 0:45	28	72.10
1/9/2019 0:50	21	73.90
1/9/2019 0:55	18	70.00
1/9/2019 1:00	17	72.70
1/9/2019 1:05	10	71.10
1/9/2019 1:10	12	70.30
1/9/2019 1:15	13	70.90
1/9/2019 1:20	9	71.90
1/9/2019 1:25	14	71.50
1/9/2019 1:30	15	73.40
1/9/2019 1:35	15	76.20
1/9/2019 1:40	22	72.20
1/9/2019 1:45	14	70.70
1/9/2019 1:50	16	74.40
1/9/2019 1:55	16	74.80
1/9/2019 2:00	15	73.00
1/9/2019 2:05	16	72.30
1/9/2019 2:10	21	72.20
1/9/2019 2:15	22	70.90
1/9/2019 2:20	23	72.70
1/9/2019 2:25	10	73.40
1/9/2019 2:30	15	75.80
1/9/2019 2:35	22	75.40
1/9/2019 2:40	17	70.30
1/9/2019 2:45	25	75.20
1/9/2019 2:50	27	75.10
1/9/2019 2:55	21	75.60
1/9/2019 3:00	30	76.80
1/9/2019 3:05	15	76.70
1/9/2019 3:10	32	77.00
1/9/2019 3:15	32	75.50
1/9/2019 3:20	31	74.90
1/9/2019 3:25	38	75.80
1/9/2019 3:30	20	76.60
1/9/2019 3:35	51	76.20
1/9/2019 3:40	59	74.40
1/9/2019 3:45	42	74.90
1/9/2019 3:50	46	75.00
1/9/2019 3:55	45	75.80
1/9/2019 4:00	33	77.20
1/9/2019 4:05	41	74.70
1/9/2019 4:10	71	76.10
1/9/2019 4:15	64	74.60
1/9/2019 4:20	79	75.70
1/9/2019 4:25	52	73.00
1/9/2019 4:30	86	75.50
1/9/2019 4:35	96	73.70
1/9/2019 4:40	115	75.30
1/9/2019 4:45	113	76.60
1/9/2019 4:50	133	76.90
1/9/2019 4:55	101	76.40
1/9/2019 5:00	106	74.40
1/9/2019 5:05	103	75.40
1/9/2019 5:10	134	76.70
1/9/2019 5:15	147	76.90
1/9/2019 5:20	182	76.90
1/9/2019 5:25	196	77.10
1/9/2019 5:30	237	76.50
1/9/2019 5:35	317	76.90
1/9/2019 5:40	340	76.40
1/9/2019 5:45	365	77.80
1/9/2019 5:50	303	77.80
1/9/2019 5:55	305	77.60
1/9/2019 6:00	270	74.80
1/9/2019 6:05	291	76.30
1/9/2019 6:10	337	76.00
1/9/2019 6:15	358	75.40
1/9/2019 6:20	381	76.00
1/9/2019 6:25	440	76.50
1/9/2019 6:30	455	75.20
1/9/2019 6:35	541	75.50
1/9/2019 6:40	596	74.80
1/9/2019 6:45	662	74.40
1/9/2019 6:50	618	75.30
1/9/2019 6:55	559	75.50
1/9/2019 7:00	448	76.20
1/9/2019 7:05	499	74.90
1/9/2019 7:10	547	74.30
1/9/2019 7:15	544	75.30
1/9/2019 7:20	598	74.80
1/9/2019 7:25	598	74.70
1/9/2019 7:30	605	75.20
1/9/2019 7:35	648	73.70
1/9/2019 7:40	680	73.50
1/9/2019 7:45	717	75.10
1/9/2019 7:50	701	75.10
1/9/2019 7:55	674	75.50
1/9/2019 8:00	612	74.90
1/9/2019 8:05	601	74.80
1/9/2019 8:10	588	76.10
1/9/2019 8:15	610	75.60
1/9/2019 8:20	532	75.60
1/9/2019 8:25	525	76.80
1/9/2019 8:30	524	76.10
1/9/2019 8:35	508	76.40
1/9/2019 8:40	450	76.40
1/9/2019 8:45	468	77.30
1/9/2019 8:50	477	77.00
1/9/2019 8:55	430	77.50
1/9/2019 9:00	361	76.90
1/9/2019 9:05	313	77.50
1/9/2019 9:10	329	75.70
1/9/2019 9:15	310	77.40
1/9/2019 9:20	288	76.30
1/9/2019 9:25	283	76.80
1/9/2019 9:30	224	75.70
1/9/2019 9:35	259	76.50
1/9/2019 9:40	258	76.70
1/9/2019 9:45	265	77.30
1/9/2019 9:50	262	75.50
1/9/2019 9:55	258	75.80
1/9/2019 10:00	236	75.20
1/9/2019 10:05	200	75.90
1/9/2019 10:10	221	76.70
1/9/2019 10:15	186	76.60
1/9/2019 10:20	165	77.10
1/9/2019 10:25	192	75.40
1/9/2019 10:30	187	76.40
1/9/2019 10:35	194	75.60
1/9/2019 10:40	218	76.10
1/9/2019 10:45	203	74.40
1/9/2019 10:50	202	76.80
1/9/2019 10:55	177	76.90
1/9/2019 11:00	201	75.90
1/9/2019 11:05	190	76.20
1/9/2019 11:10	190	76.30
1/9/2019 11:15	199	75.40
1/9/2019 11:20	197	75.90
1/9/2019 11:25	196	77.10
1/9/2019 11:30	196	75.50
1/9/2019 11:35	233	76.60
1/9/2019 11:40	197	75.90
1/9/2019 11:45	230	76.10
1/9/2019 11:50	207	76.50
1/9/2019 11:55	202	76.00
1/9/2019 12:00	195	76.80
1/9/2019 12:05	215	75.30
1/9/2019 12:10	209	75.70
1/9/2019 12:15	203	76.20
1/9/2019 12:20	224	76.30
1/9/2019 12:25	185	76.00
1/9/2019 12:30	212	75.50
1/9/2019 12:35	201	76.00
1/9/2019 12:40	214	74.80
1/9/2019 12:45	243	75.90
1/9/2019 12:50	223	76.20
1/9/2019 12:55	209	76.60
1/9/2019 13:00	210	76.00
1/9/2019 13:05	255	76.30
1/9/2019 13:10	244	74.70
1/9/2019 13:15	208	75.70
1/9/2019 13:20	223	75.90
1/9/2019 13:25	220	76.90
1/9/2019 13:30	208	75.90
1/9/2019 13:35	208	75.30
1/9/2019 13:40	226	76.20
1/9/2019 13:45	240	76.30
1/9/2019 13:50	261	76.50
1/9/2019 13:55	217	76.90
1/9/2019 14:00	243	76.30
1/9/2019 14:05	229	74.40
1/9/2019 14:10	228	76.20
1/9/2019 14:15	272	75.50
1/9/2019 14:20	255	76.30
1/9/2019 14:25	282	76.80
1/9/2019 14:30	262	75.70
1/9/2019 14:35	276	75.60
1/9/2019 14:40	312	77.60
1/9/2019 14:45	281	75.20
1/9/2019 14:50	248	76.50
1/9/2019 14:55	253	76.50
1/9/2019 15:00	230	76.00
1/9/2019 15:05	258	76.40
1/9/2019 15:10	273	74.10
1/9/2019 15:15	301	72.90
1/9/2019 15:20	286	75.10
1/9/2019 15:25	288	76.20
1/9/2019 15:30	338	75.10
1/9/2019 15:35	260	76.60
1/9/2019 15:40	362	74.90
1/9/2019 15:45	354	77.00
1/9/2019 15:50	324	76.30
1/9/2019 15:55	322	75.90
1/9/2019 16:00	323	75.50
1/9/2019 16:05	336	76.70
1/9/2019 16:10	370	76.30
1/9/2019 16:15	336	76.30
1/9/2019 16:20	344	76.10
1/9/2019 16:25	349	75.50
1/9/2019 16:30	372	76.00
1/9/2019 16:35	318	76.60
1/9/2019 16:40	415	76.20
1/9/2019 16:45	351	76.90
1/9/2019 16:50	363	76.50
1/9/2019 16:55	388	75.60
1/9/2019 17:00	351	76.90
1/9/2019 17:05	374	76.30
1/9/2019 17:10	395	75.30
1/9/2019 17:15	404	76.60
1/9/2019 17:20	424	75.70
1/9/2019 17:25	387	76.00
1/9/2019 17:30	421	75.90
1/9/2019 17:35	342	77.00
1/9/2019 17:40	362	76.00
1/9/2019 17:45	348	76.10
1/9/2019 17:50	361	75.50
1/9/2019 17:55	357	75.40
1/9/2019 18:00	284	75.20
1/9/2019 18:05	288	74.70
1/9/2019 18:10	300	75.30
1/9/2019 18:15	286	75.00
1/9/2019 18:20	254	75.40
1/9/2019 18:25	309	74.50
1/9/2019 18:30	275	74.80
1/9/2019 18:35	263	74.80
1/9/2019 18:40	278	75.20
1/9/2019 18:45	249	74.90
1/9/2019 18:50	183	76.20
1/9/2019 18:55	214	75.10
1/9/2019 19:00	170	74.20
1/9/2019 19:05	205	74.50
1/9/2019 19:10	200	75.40
1/9/2019 19:15	202	76.00
1/9/2019 19:20	178	74.90
1/9/2019 19:25	129	74.10
1/9/2019 19:30	152	73.60
1/9/2019 19:35	130	74.80
1/9/2019 19:40	119	75.50
1/9/2019 19:45	159	74.90
1/9/2019 19:50	147	74.30
1/9/2019 19:55	141	74.90
1/9/2019 20:00	131	73.90
1/9/2019 20:05	146	75.40
1/9/2019 20:10	128	75.60
1/9/2019 20:15	129	76.10
